ticker,name,asset_class,weight,price,shares,market_value,notional_value,sector,sedol,isin,exchange
AIMT,AIMMUNE THERAPEUTICS INC,Equity,0,24.67,13687,337658.29,337658.29,Health Care,BYVDTK8,US00900T1079,NASDAQ
SCHL,SCHOLASTIC CORP,Equity,0,40.2,8381,336916.2,336916.2,Communication,2779234,US8070661058,NASDAQ
PJT,PJT PARTNERS INC CLASS A,Equity,0,44.26,7591,335977.66,335977.66,Financials,BYNWB63,US69343T1079,New York Stock Exchange Inc.
FBC,FLAGSTAR BANCORP INC,Equity,0,37.07,9045,335298.15,335298.15,Financials,B7SVZ97,US3379307057,New York Stock Exchange Inc.
SONO,SONOS INC,Equity,0,15.02,22334,335456.68,335456.68,Consumer Discretionary,BYWPZW7,US83570H1086,NASDAQ
TGI,TRIUMPH GROUP INC,Equity,0,24.26,13756,333720.56,333720.56,Industrials,2893071,US8968181011,New York Stock Exchange Inc.
CBPX,CONTINENTAL BUILDING PRODUCTS INC,Equity,0,27.13,12303,333780.39,333780.39,Industrials,BJBQ1S4,US2111711030,New York Stock Exchange Inc.
ACCO,ACCO BRANDS CORP,Equity,0,10.07,33218,334505.26,334505.26,Industrials,B0G7SZ5,US00081T1088,New York Stock Exchange Inc.
WGO,WINNEBAGO INDUSTRIES INC,Equity,0,35.27,9446,333160.42,333160.42,Consumer Discretionary,2972721,US9746371007,New York Stock Exchange Inc.
AERI,AERIE PHARMACEUTICALS INC,Equity,0,23.11,14438,333662.18,333662.18,Health Care,BFRTDG1,US00771V1089,NASDAQ
GES,GUESS INC,Equity,0,18.93,17477,330839.61,330839.61,Consumer Discretionary,2387109,US4016171054,New York Stock Exchange Inc.
PZZA,PAPA JOHNS INTERNATIONAL INC,Equity,0,52.04,6359,330922.36,330922.36,Consumer Discretionary,2696117,US6988131024,NASDAQ
UFCS,UNITED FIRE GROUP INC,Equity,0,46.92,7055,331020.6,331020.6,Financials,B4WXG84,US9103401082,NASDAQ
FATE,FATE THERAPEUTICS INC,Equity,0,17.45,18971,331043.95,331043.95,Health Care,BCZS820,US31189P1021,NASDAQ
TFSL,TFS FINANCIAL CORP,Equity,0,18.14,18268,331381.52,331381.52,Financials,B1W8J67,US87240R1077,NASDAQ
SWM,SCHWEITZER MAUDUIT INTERNATIONAL I,Equity,0,36.3,9094,330112.2,330112.2,Materials,2782038,US8085411069,New York Stock Exchange Inc.
LKFN,LAKELAND FINANCIAL CORP,Equity,0,45.57,7226,329288.82,329288.82,Financials,2537528,US5116561003,NASDAQ
CTS,CTS CORP,Equity,0,33.27,9911,329738.97,329738.97,Information Technology,2239244,US1265011056,New York Stock Exchange Inc.
KRA,KRATON CORP,Equity,0,34.06,9633,328099.98,328099.98,Materials,B547X79,US50077C1062,New York Stock Exchange Inc.
RCM,R1 RCM INC,Equity,0,10.5,31257,328198.5,328198.5,Health Care,BD8PMK1,US7493971052,NASDAQ
CHCO,CITY HOLDING,Equity,0,77.74,4222,328218.28,328218.28,Financials,2161778,US1778351056,NASDAQ
CKH,SEACOR HOLDINGS INC,Equity,0,49.76,6600,328416,328416,Energy,2797838,US8119041015,New York Stock Exchange Inc.
FOE,FERRO CORP,Equity,0,12.29,26629,327270.41,327270.41,Materials,2335001,US3154051003,New York Stock Exchange Inc.
MHO,M I HOMES INC,Equity,0,37.37,8735,326426.95,326426.95,Consumer Discretionary,2549385,US55305B1017,New York Stock Exchange Inc.
DBD,DIEBOLD NIXDORF INC,Equity,0,13.44,24278,326296.32,326296.32,Information Technology,2269229,US2536511031,New York Stock Exchange Inc.
TROX,TRONOX HOLDINGS PLC,Equity,0,9.61,33962,326374.82,326374.82,Materials,BJT16S6,GB00BJT16S69,New York Stock Exchange Inc.
SEB,SEABOARD CORP,Equity,0,4353.51,75,326513.25,326513.25,Consumer Staples,2786687,US8115431079,Nyse Mkt Llc
MODN,MODEL N INC,Equity,0,27.96,11607,324531.72,324531.72,Information Technology,B94Z434,US6075251024,New York Stock Exchange Inc.
CPE,CALLON PETROLEUM,Equity,0,4.36,74208,323546.88,323546.88,Energy,2186072,US13123X1028,New York Stock Exchange Inc.
ATRI,ATRION CORP,Equity,0,785.47,410,322042.7,322042.7,Health Care,2012735,US0499041053,NASDAQ
OEC,ORION ENGINEERED CARBONS SA,Equity,0,16.9,19076,322384.4,322384.4,Materials,BP8FKJ0,LU1092234845,New York Stock Exchange Inc.
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Equity,0,18.04,17871,322392.84,322392.84,Real Estate,B96FTB5,US04208T1088,New York Stock Exchange Inc.
AMKR,AMKOR TECHNOLOGY INC,Equity,0,9.23,34788,321093.24,321093.24,Information Technology,2242929,US0316521006,NASDAQ
BANF,BANCFIRST CORP,Equity,0,56.95,5639,321141.05,321141.05,Financials,2078782,US05945F1030,NASDAQ
NTUS,NATUS MEDICAL INC,Equity,0,30.31,10609,321558.79,321558.79,Health Care,2771133,US6390501038,NASDAQ
ANDE,ANDERSONS INC,Equity,0,27.12,11816,320449.92,320449.92,Consumer Staples,2274922,US0341641035,NASDAQ
BPFH,BOSTON PRIVATE FINANCIAL HOLDINGS,Equity,0,12.07,26569,320687.83,320687.83,Financials,2081133,US1011191053,NASDAQ
GOLF,ACUSHNET HOLDINGS CORP,Equity,0,28.45,11250,320062.5,320062.5,Consumer Discretionary,BD3WG50,US0050981085,New York Stock Exchange Inc.
TCBK,TRICO BANCSHARES,Equity,0,36.52,8727,318710.04,318710.04,Financials,2904133,US8960951064,NASDAQ
ARQL,ARQULE INC,Equity,0,7.9,40197,317556.3,317556.3,Health Care,2053994,US04269E1073,NASDAQ
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Equity,0,36.58,8636,315904.88,315904.88,Financials,B888DV3,US6337071046,New York Stock Exchange Inc.
HTLD,HEARTLAND EXPRESS INC,Equity,0,22.18,14249,316042.82,316042.82,Industrials,2414018,US4223471040,NASDAQ
XPER,XPERI CORP,Equity,0,20.52,15321,314386.92,314386.92,Information Technology,BYXQNK3,US98421B1008,NASDAQ
PGTI,PGT INNOVATIONS INC,Equity,0,17.7,17718,313608.6,313608.6,Industrials,B17V2N9,US69336V1017,New York Stock Exchange Inc.
CSWI,CSW INDUSTRIALS INC,Equity,0,71.04,4418,313854.72,313854.72,Industrials,BYQD1J6,US1264021064,NASDAQ
USNA,USANA HEALTH SCIENCES INC,Equity,0,71.99,4340,312436.6,312436.6,Consumer Staples,2267698,US90328M1071,New York Stock Exchange Inc.
FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Equity,0,40.58,7718,313196.44,313196.44,Communication,BD72R64,US5312298707,NASDAQ
AXL,AMERICAN AXLE AND MANUFACTURING HO,Equity,0,8.61,36090,310734.9,310734.9,Consumer Discretionary,2382416,US0240611030,New York Stock Exchange Inc.
SMP,STANDARD MOTOR PRODUCTS INC,Equity,0,50.39,6169,310855.91,310855.91,Consumer Discretionary,2838306,US8536661056,New York Stock Exchange Inc.
WRLD,WORLD ACCEPTANCE CORP,Equity,0,136.44,2267,309309.48,309309.48,Financials,2981181,US9814191048,NASDAQ
ARR,ARMOUR RESIDENTIAL REIT INC,Equity,0,17.26,17887,308729.62,308729.62,Financials,BYRYKS0,US0423155078,New York Stock Exchange Inc.
HFWA,HERITAGE FINANCIAL CORP,Equity,0,27.55,11216,309000.8,309000.8,Financials,2619880,US42722X1063,NASDAQ
MSGN,MSG NETWORKS INC CLASS A,Equity,0,17.17,17926,307789.42,307789.42,Communication,BYM0M65,US5535731062,New York Stock Exchange Inc.
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Equity,0,28.75,10711,307941.25,307941.25,Financials,2912374,US91359V1070,New York Stock Exchange Inc.
EPZM,EPIZYME INC,Equity,0,12.14,25181,305697.34,305697.34,Health Care,B9Z1QZ7,US29428V1044,NASDAQ
TENB,TENABLE HOLDINGS INC,Equity,0,23.34,13063,304890.42,304890.42,Information Technology,BF7J7N6,US88025T1025,NASDAQ
AMBC,AMBAC FINANCIAL GROUP INC,Equity,0,19.64,15546,305323.44,305323.44,Financials,B7ZKH46,US0231398845,NASDAQ
SWCH,SWITCH INC CLASS A,Equity,0,16.04,18886,302931.44,302931.44,Information Technology,BF2YWK8,US87105L1044,New York Stock Exchange Inc.
CTWS,CONNECTICUT WATER SERVICE INC,Equity,0,70.3,4293,301797.9,301797.9,Utilities,2216258,US2077971016,NASDAQ
CMCO,COLUMBUS MCKINNON CORP,Equity,0,38.36,7876,302123.36,302123.36,Industrials,2211071,US1993331057,NASDAQ
TRHC,TABULA RASA HEALTHCARE INC,Equity,0,55.2,5470,301944,301944,Health Care,BYQBFS7,US8733791011,NASDAQ
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,Equity,0,29.28,10281,301027.68,301027.68,Communication,BD72H64,US5312298889,NASDAQ
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Equity,0,41.51,7204,299038.04,299038.04,Financials,2768889,US2937121059,NASDAQ
OMER,OMEROS CORP,Equity,0,18.22,16349,297878.78,297878.78,Health Care,B4NB858,US6821431029,NASDAQ
TBPH,THERAVANCE BIOPHARMA INC,Equity,0,23.67,12589,297981.63,297981.63,Health Care,BMNDK09,KYG8807B1068,NASDAQ
KELYA,KELLY SERVICES INC CLASS A,Equity,0,24.68,12074,297986.32,297986.32,Industrials,2487117,US4881522084,NASDAQ
BIG,BIG LOTS INC,Equity,0,23.06,12910,297704.6,297704.6,Consumer Discretionary,2218447,US0893021032,New York Stock Exchange Inc.
WNC,WABASH NATIONAL CORP,Equity,0,14.7,20106,295558.2,295558.2,Industrials,2932048,US9295661071,New York Stock Exchange Inc.
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Equity,0,52.47,5625,295143.75,295143.75,Health Care,BZB1XF2,US87357P1003,NASDAQ
KAI,KADANT INC,Equity,0,87.66,3369,295326.54,295326.54,Industrials,2769978,US48282T1043,New York Stock Exchange Inc.
ATRC,ATRICURE INC,Equity,0,25.04,11801,295497.04,295497.04,Health Care,B0C8KV2,US04963C2098,NASDAQ
TIVO,TIVO CORP,Equity,0,8.37,35124,293987.88,293987.88,Information Technology,BD8FFY6,US88870P1066,NASDAQ
QEP,QEP RESOURCES INC,Equity,0,3.99,73723,294154.77,294154.77,Energy,B60X657,US74733V1008,New York Stock Exchange Inc.
YETI,YETI HOLDINGS INC,Equity,0,30.7,9579,294075.3,294075.3,Consumer Discretionary,BGR7KH2,US98585X1046,New York Stock Exchange Inc.
ENDP,ENDO INTERNATIONAL PLC,Equity,0,3.96,74053,293249.88,293249.88,Health Care,BJ3V905,IE00BJ3V9050,NASDAQ
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Equity,0,23.29,12617,293849.93,293849.93,Information Technology,B5B15Y5,US55405Y1001,NASDAQ
VIRT,VIRTU FINANCIAL INC CLASS A,Equity,0,20.43,14353,293231.79,293231.79,Financials,BWTVWD4,US9282541013,NASDAQ
MLAB,MESA LABORATORIES INC,Equity,0,233.79,1256,293640.24,293640.24,Health Care,2553814,US59064R1095,NASDAQ
ENVA,ENOVA INTERNATIONAL INC,Equity,0,24.26,12040,292090.4,292090.4,Financials,BRYQ4L1,US29357K1034,New York Stock Exchange Inc.
HL,HECLA MINING,Equity,0,1.9,153662,291957.8,291957.8,Materials,2418601,US4227041062,New York Stock Exchange Inc.
GEF,GREIF INC CLASS A,Equity,0,38.57,7584,292514.88,292514.88,Materials,2388016,US3976241071,New York Stock Exchange Inc.
LC,LENDINGCLUB CORP,Equity,0,14.72,19890,292780.8,292780.8,Financials,BK95GR4,US52603A2087,New York Stock Exchange Inc.
EBSB,MERIDIAN BANCORP INC,Equity,0,18.61,15736,292846.96,292846.96,Financials,BPN6139,US58958U1034,NASDAQ
GBX,GREENBRIER INC,Equity,0,29.14,9994,291225.16,291225.16,Industrials,2387530,US3936571013,New York Stock Exchange Inc.
RRC,RANGE RESOURCES CORP,Equity,0,4.38,66222,290052.36,290052.36,Energy,2523334,US75281A1097,New York Stock Exchange Inc.
CHCT,COMMUNITY HEALTHCARE TRUST INC,Equity,0,41.93,6926,290407.18,290407.18,Real Estate,BXC87C3,US20369C1062,New York Stock Exchange Inc.
CDNA,CAREDX INC,Equity,0,21.96,13169,289191.24,289191.24,Health Care,BP3YM74,US14167L1035,NASDAQ
PLOW,DOUGLAS DYNAMICS INC,Equity,0,43.92,6552,287763.84,287763.84,Industrials,B3N5WD9,US25960R1059,New York Stock Exchange Inc.
SPWR,SUNPOWER CORP,Equity,0,12.17,23642,287723.14,287723.14,Information Technology,B59DK93,US8676524064,NASDAQ
OFIX,ORTHOFIX MEDICAL INC,Equity,0,51.89,5516,286225.24,286225.24,Health Care,BGGJFT6,US68752M1080,NASDAQ
SPPI,SPECTRUM PHARMACEUTICALS INC,Equity,0,9.16,31268,286414.88,286414.88,Health Care,2982924,US84763A1088,NASDAQ
TYPE,MONOTYPE IMAGING HOLDINGS INC,Equity,0,19.78,14429,285405.62,285405.62,Information Technology,B1YWR85,US61022P1003,NASDAQ
CAL,CALERES INC,Equity,0,22.2,12850,285270,285270,Consumer Discretionary,BWX4MD9,US1295001044,New York Stock Exchange Inc.
BJRI,BJS RESTAURANTS INC,Equity,0,39.26,7281,285852.06,285852.06,Consumer Discretionary,2200552,US09180C1062,NASDAQ
PATK,PATRICK INDUSTRIES INC,Equity,0,40.85,6978,285051.3,285051.3,Industrials,2673154,US7033431039,NASDAQ
KFRC,KFORCE INC,Equity,0,33.54,8476,284285.04,284285.04,Industrials,2746982,US4937321010,NASDAQ
SXI,STANDEX INTERNATIONAL CORP,Equity,0,77.69,3640,282791.6,282791.6,Industrials,2840174,US8542311076,New York Stock Exchange Inc.
SFIX,STITCH FIX INC CLASS A,Equity,0,21.01,13428,282122.28,282122.28,Consumer Discretionary,BF3FPW3,US8608971078,NASDAQ
FARO,FARO TECHNOLOGIES INC,Equity,0,54.87,5111,280440.57,280440.57,Information Technology,2106661,US3116421021,NASDAQ
PRIM,PRIMORIS SERVICES CORP,Equity,0,20.44,13668,279373.92,279373.92,Industrials,B1GC200,US74164F1030,NASDAQ
CNOB,CONNECTONE BANCORP INC,Equity,0,22.5,12417,279382.5,279382.5,Financials,BNQ4YF9,US20786W1071,NASDAQ
SYBT,STOCK YARDS BANCORP INC,Equity,0,38.26,7304,279451.04,279451.04,Financials,BLY2FB4,US8610251048,NASDAQ
CLDT,CHATHAM LODGING TRUST REIT,Equity,0,18.05,15426,278439.3,278439.3,Real Estate,B5LYMC1,US16208T1025,New York Stock Exchange Inc.
PSDO,PRESIDIO INC,Equity,0,15.98,17426,278467.48,278467.48,Information Technology,BDZTVC1,US74102M1036,NASDAQ
SLCA,US SILICA HOLDINGS INC,Equity,0,10.91,25526,278488.66,278488.66,Energy,B7GGNT0,US90346E1038,New York Stock Exchange Inc.
OIS,OIL STATES INTERNATIONAL INC,Equity,0,14.81,18822,278753.82,278753.82,Energy,2724472,US6780261052,New York Stock Exchange Inc.
SAH,SONIC AUTOMOTIVE INC CLASS A,Equity,0,31.74,8717,276677.58,276677.58,Consumer Discretionary,2125246,US83545G1022,New York Stock Exchange Inc.
MBI,MBIA INC,Equity,0,9.89,28001,276929.89,276929.89,Financials,2547044,US55262C1009,New York Stock Exchange Inc.
FSP,FRANKLIN STREET PROPERTIES REIT CO,Equity,0,8.23,33623,276717.29,276717.29,Real Estate,B02T2D1,US35471R1068,Nyse Mkt Llc
NRC,NATIONAL RESEARCH CORP,Equity,0,61.73,4487,276982.51,276982.51,Health Care,B8W3QK4,US6373722023,NASDAQ
MSEX,MIDDLESEX WATER,Equity,0,61.61,4485,276320.85,276320.85,Utilities,2589466,US5966801087,NASDAQ
DNLI,DENALI THERAPEUTICS INC,Equity,0,19.05,14477,275786.85,275786.85,Health Care,BD2B4V0,US24823R1059,NASDAQ
BOOT,BOOT BARN HOLDINGS INC,Equity,0,35.25,7834,276148.5,276148.5,Consumer Discretionary,BRS6600,US0994061002,New York Stock Exchange Inc.
ODP,OFFICE DEPOT INC,Equity,0,1.66,165884,275367.44,275367.44,Consumer Discretionary,2655981,US6762201068,NASDAQ
DDD,3D SYSTEMS CORP,Equity,0,8.49,32332,274498.68,274498.68,Information Technology,2889768,US88554D2053,New York Stock Exchange Inc.
INSP,INSPIRE MEDICAL SYSTEMS INC,Equity,0,62.68,4393,275353.24,275353.24,Health Care,BDT5KT5,US4577301090,New York Stock Exchange Inc.
ALX,ALEXANDERS REIT INC,Equity,0,372.1,736,273865.6,273865.6,Real Estate,2014021,US0147521092,New York Stock Exchange Inc.
CPS,COOPER STANDARD HOLDINGS INC,Equity,0,48.18,5668,273084.24,273084.24,Consumer Discretionary,B51JS17,US21676P1030,New York Stock Exchange Inc.
AKS,AK STEEL HOLDING CORP,Equity,0,2.82,96534,272225.88,272225.88,Materials,2067735,US0015471081,New York Stock Exchange Inc.
AR,ANTERO RESOURCES CORP,Equity,0,3.54,76778,271794.12,271794.12,Energy,BFD2WR8,US03674X1063,New York Stock Exchange Inc.
TBK,TRIUMPH BANCORP INC,Equity,0,32.18,8445,271760.1,271760.1,Financials,BS7T2S7,US89679E3009,NASDAQ
CHEF,CHEFS WAREHOUSE INC,Equity,0,40.82,6636,270881.52,270881.52,Consumer Staples,B63RTD5,US1630861011,NASDAQ
HEES,H AND E EQUIPMENT SERVICES INC,Equity,0,27.79,9767,271424.93,271424.93,Industrials,B0WR848,US4040301081,NASDAQ
GFF,GRIFFON CORP,Equity,0,19.79,13625,269638.75,269638.75,Industrials,2463344,US3984331021,New York Stock Exchange Inc.
GMS,GMS INC,Equity,0,27.78,9726,270188.28,270188.28,Industrials,BYY9FS3,US36251C1036,New York Stock Exchange Inc.
DDS,DILLARDS INC CLASS A,Equity,0,66.13,4062,268620.06,268620.06,Consumer Discretionary,2269768,US2540671011,New York Stock Exchange Inc.
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Equity,0,24.28,11064,268633.92,268633.92,Real Estate,2256522,US9172862057,New York Stock Exchange Inc.
AMPH,AMPHASTAR PHARMACEUTICALS INC,Equity,0,21.62,12444,269039.28,269039.28,Health Care,BNFWZS4,US03209R1032,NASDAQ
ESPR,ESPERION THERAPEUTICS INC,Equity,0,36.74,7325,269120.5,269120.5,Health Care,BBNBTD2,US29664W1053,NASDAQ
SRI,STONERIDGE INC,Equity,0,33.19,8088,268440.72,268440.72,Consumer Discretionary,2111977,US86183P1021,New York Stock Exchange Inc.
VCEL,VERICEL CORP,Equity,0,16.52,16244,268350.88,268350.88,Health Care,BSBMN89,US92346J1088,NASDAQ
INVA,INNOVIVA INC,Equity,0,11.61,22971,266693.31,266693.31,Health Care,BDDXF67,US45781M1018,NASDAQ
SIG,SIGNET JEWELERS LTD,Equity,0,17.36,15398,267309.28,267309.28,Consumer Discretionary,B3CTNK6,BMG812761002,New York Stock Exchange Inc.
NFBK,NORTHFIELD BANCORP INC,Equity,0,16.1,16574,266841.4,266841.4,Financials,B8NB2R6,US66611T1088,NASDAQ
TRUP,TRUPANION INC,Equity,0,26.56,10071,267485.76,267485.76,Financials,BP3YM85,US8982021060,NASDAQ
UPLD,UPLAND SOFTWARE INC,Equity,0,36.99,7199,266291.01,266291.01,Information Technology,BS7K7H4,US91544A1097,NASDAQ
UPWK,UPWORK INC,Equity,0,15.11,17586,265724.46,265724.46,Industrials,BGRFWV4,US91688F1049,NASDAQ
ANIK,ANIKA THERAPEUTICS INC,Equity,0,54.86,4847,265906.42,265906.42,Health Care,2035754,US0352551081,NASDAQ
SP,SP PLUS CORP,Equity,0,36.92,7205,266008.6,266008.6,Industrials,BH2QZH6,US78469C1036,NASDAQ
ATNX,ATHENEX INC,Equity,0,14.04,18971,266352.84,266352.84,Health Care,BF04FC3,US04685N1037,NASDAQ
WSC,WILLSCOT CORP,Equity,0,15.7,16816,264011.2,264011.2,Industrials,BF6QP89,US9713751264,NASDAQ
LMNX,LUMINEX CORP,Equity,0,22.54,11727,264326.58,264326.58,Health Care,2572109,US55027E1029,NASDAQ
CYTK,CYTOKINETICS INC,Equity,0,12.6,20986,264423.6,264423.6,Health Care,BBBSBJ5,US23282W6057,NASDAQ
MIK,MICHAELS COMPANIES INC,Equity,0,9.24,28505,263386.2,263386.2,Consumer Discretionary,BNG83R6,US59408Q1067,NASDAQ
GCO,GENESCO INC,Equity,0,43.04,6116,263232.64,263232.64,Consumer Discretionary,2367101,US3715321028,New York Stock Exchange Inc.
ANAT,AMERICAN NATIONAL INSURANCE,Equity,0,122.58,2140,262321.2,262321.2,Financials,2028420,US0285911055,NASDAQ
CDEV,CENTENNIAL RESOURCE DEVELOPMENT IN,Equity,0,4.52,58097,262598.44,262598.44,Energy,BYM4Z79,US15136A1025,NASDAQ
EAF,GRAFTECH INTERNATIONAL LTD,Equity,0,13.48,19454,262239.92,262239.92,Industrials,BFZP4T1,US3843135084,New York Stock Exchange Inc.
INGN,INOGEN INC,Equity,0,47.08,5575,262471,262471,Health Care,BJSVLL5,US45780L1044,NASDAQ
TTEC,TTEC HOLDINGS INC,Equity,0,47.18,5566,262603.88,262603.88,Information Technology,BF950B1,US89854H1023,NASDAQ
VRTS,VIRTUS INVESTMENT PARTNERS INC,Equity,0,122.85,2123,260810.55,260810.55,Financials,B3KKGQ8,US92828Q1094,NASDAQ
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Equity,0,85.11,3064,260777.04,260777.04,Financials,2363381,US3131483063,New York Stock Exchange Inc.
RARX,RA PHARMACEUTICALS INC,Equity,0,25.06,10317,258544.02,258544.02,Health Care,BD3WM85,US74933V1089,NASDAQ
IRET,INVESTORS REAL ESTATE TRUST REIT,Equity,0,71.99,3579,257652.21,257652.21,Real Estate,BFWQ204,US4617305093,New York Stock Exchange Inc.
TVTY,TIVITY HEALTH INC,Equity,0,18.17,14056,255397.52,255397.52,Health Care,BD8Q1B8,US88870R1023,NASDAQ
PUMP,PROPETRO HOLDING CORP,Equity,0,10.63,24003,255151.89,255151.89,Energy,BYXR9C0,US74347M1080,New York Stock Exchange Inc.
ABTX,ALLEGIANCE BANCSHARES INC,Equity,0,36.04,7095,255703.8,255703.8,Financials,BYV3856,US01748H1077,NASDAQ
ZIOP,ZIOPHARM ONCOLOGY INC,Equity,0,4.74,53994,255931.56,255931.56,Health Care,B0HZZ46,US98973P1012,NASDAQ
NBR,NABORS INDUSTRIES LTD,Equity,0,2.21,115046,254251.66,254251.66,Energy,2963372,BMG6359F1032,New York Stock Exchange Inc.
WETF,WISDOMTREE INVESTMENTS INC,Equity,0,5.3,48042,254622.6,254622.6,Financials,2476513,US97717P1049,NASDAQ
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Equity,0,18.49,13783,254847.67,254847.67,Communication,BD9Q3P5,BMG9001E1021,NASDAQ
PBI,PITNEY BOWES INC,Equity,0,4.49,56361,253060.89,253060.89,Industrials,2690506,US7244791007,New York Stock Exchange Inc.
MGPI,MGP INGREDIENTS INC,Equity,0,55.15,4591,253193.65,253193.65,Consumer Staples,B6ZJTH3,US55303J1060,NASDAQ
TBI,TRUEBLUE INC,Equity,0,21.16,11978,253454.48,253454.48,Industrials,2519849,US89785X1019,New York Stock Exchange Inc.
TCDA,TRICIDA INC,Equity,0,34.49,7356,253708.44,253708.44,Health Care,BYZMG55,US89610F1012,NASDAQ
THR,THERMON GROUP HOLDINGS INC,Equity,0,23.88,10560,252172.8,252172.8,Industrials,B3N6F00,US88362T1034,New York Stock Exchange Inc.
UTL,UNITIL CORP,Equity,0,60.95,4145,252637.75,252637.75,Utilities,2925037,US9132591077,New York Stock Exchange Inc.
EXTR,EXTREME NETWORKS INC,Equity,0,7.45,33843,252130.35,252130.35,Information Technology,2407052,US30226D1063,NASDAQ
AKBA,AKEBIA THERAPEUTICS INC,Equity,0,5.26,47987,252411.62,252411.62,Health Care,BKKMP44,US00972D1054,NASDAQ
BNFT,BENEFITFOCUS INC,Equity,0,26.15,9659,252582.85,252582.85,Information Technology,BDFN1P6,US08180D1063,NASDAQ
CARA,CARA THERAPEUTICS INC,Equity,0,23.01,10986,252787.86,252787.86,Health Care,BJ4YJ92,US1407551092,NASDAQ
YMAB,Y MABS THERAPEUTICS INC,Equity,0,30.15,8388,252898.2,252898.2,Health Care,BG31GH0,US9842411095,NASDAQ
ATRO,ASTRONICS CORP,Equity,0,29.82,8428,251322.96,251322.96,Industrials,2060518,US0464331083,NASDAQ
GABC,GERMAN AMERICAN BANCORP INC,Equity,0,32.44,7756,251604.64,251604.64,Financials,2502151,US3738651047,NASDAQ
STC,STEWART INFO SERVICES CORP,Equity,0,35.45,7103,251801.35,251801.35,Financials,2848736,US8603721015,New York Stock Exchange Inc.
RDNT,RADNET INC,Equity,0,15.04,16669,250701.76,250701.76,Health Care,B1JNG19,US7504911022,NASDAQ
SCSC,SCANSOURCE INC,Equity,0,31.19,8025,250299.75,250299.75,Information Technology,2767756,US8060371072,NASDAQ
FIT,FITBIT INC CLASS A,Equity,0,3.8,65907,250446.6,250446.6,Information Technology,BYY5DC1,US33812L1026,New York Stock Exchange Inc.
MMI,MARCUS & MILLICHAP INC,Equity,0,37.5,6681,250537.5,250537.5,Real Estate,BFWGXV2,US5663241090,New York Stock Exchange Inc.
LNTH,LANTHEUS HOLDINGS INC,Equity,0,24.03,10380,249431.4,249431.4,Health Care,BP8S8J5,US5165441032,NASDAQ
HNGR,HANGER INC,Equity,0,21.52,11603,249696.56,249696.56,Health Care,2796653,US41043F2083,New York Stock Exchange Inc.
AEGN,AEGION CORP CLASS A,Equity,0,21.25,11730,249262.5,249262.5,Industrials,B764L34,US00770F1049,NASDAQ
NXGN,NEXTGEN HEALTHCARE INC,Equity,0,15.75,15828,249291,249291,Health Care,BF5L3D6,US65343C1027,NASDAQ
OSTK,OVERSTOCK COM INC,Equity,0,26.72,9356,249992.32,249992.32,Consumer Discretionary,2855930,US6903701018,NASDAQ
ASIX,ADVANSIX INC,Equity,0,26.33,9497,250056.01,250056.01,Materials,BYMMZL7,US00773T1016,New York Stock Exchange Inc.
MRTN,MARTEN TRANSPORT LTD,Equity,0,22.1,11201,247542.1,247542.1,Industrials,2568357,US5730751089,NASDAQ
